id,en,wikipedia
1853921,"The Beverly Hillbillies",https://en.wikipedia.org/wiki/The%20Beverly%20Hillbillies%20%28film%29
1853942,"Black Belt Jones",https://en.wikipedia.org/wiki/Black%20Belt%20Jones
1854000,"The Bourne Ultimatum",https://en.wikipedia.org/wiki/The%20Bourne%20Ultimatum%20%28film%29
1854398,"A King in New York",https://en.wikipedia.org/wiki/A%20King%20in%20New%20York
1854612,"Casper: A Spirited Beginning",https://en.wikipedia.org/wiki/Casper%3A%20A%20Spirited%20Beginning
1855172,"Pocket Money",https://en.wikipedia.org/wiki/Pocket%20Money
1855432,Greetings,https://en.wikipedia.org/wiki/Greetings%20%281968%20film%29
1855673,"The God Who Wasn't There",https://en.wikipedia.org/wiki/The%20God%20Who%20Wasn%27t%20There
1856154,"Under Suspicion",https://en.wikipedia.org/wiki/Under%20Suspicion%20%282000%20film%29
1856185,Jeffrey,https://en.wikipedia.org/wiki/Jeffrey%20%28film%29
1856478,"20th Century Boys",https://en.wikipedia.org/wiki/20th%20Century%20Boys
1856550,Priest,https://en.wikipedia.org/wiki/Priest%20%281994%20film%29
1856586,"The Beautiful and Damned",https://en.wikipedia.org/wiki/The%20Beautiful%20and%20Damned
1856623,"Men in Black: The Series",https://en.wikipedia.org/wiki/Men%20in%20Black%3A%20The%20Series
1857955,"The Thirteen Chairs",https://en.wikipedia.org/wiki/The%20Thirteen%20Chairs
1858318,"The Moving Target",https://en.wikipedia.org/wiki/The%20Moving%20Target
1858358,"Death Dimension",https://en.wikipedia.org/wiki/Death%20Dimension
1858682,"Monkey Business",https://en.wikipedia.org/wiki/Monkey%20Business%20%281952%20film%29
1858745,"The New Janitor",https://en.wikipedia.org/wiki/The%20New%20Janitor
1858763,"Dark Star",https://en.wikipedia.org/wiki/Dark%20Star%20%28film%29
1859592,"Pola X",https://en.wikipedia.org/wiki/Pola%20X
1859836,Evolver,https://en.wikipedia.org/wiki/Evolver%20%28film%29
1860881,"Dead Man's Folly",https://en.wikipedia.org/wiki/Dead%20Man%27s%20Folly
1860972,Impact,https://en.wikipedia.org/wiki/Impact%20%28film%29
1861161,"Eye of the Beholder",https://en.wikipedia.org/wiki/Eye%20of%20the%20Beholder%20%28film%29
1862086,Paheli,https://en.wikipedia.org/wiki/Paheli
1862160,Gokusen,https://en.wikipedia.org/wiki/Gokusen
1862671,"Bullet in the Head",https://en.wikipedia.org/wiki/Bullet%20in%20the%20Head
1863122,"Tanner on Tanner",https://en.wikipedia.org/wiki/Tanner%20on%20Tanner
1863169,"Secondhand Lions",https://en.wikipedia.org/wiki/Secondhand%20Lions
1863256,"Tout Va Bien",https://en.wikipedia.org/wiki/Tout%20Va%20Bien
1863380,"The Drowning Pool",https://en.wikipedia.org/wiki/The%20Drowning%20Pool
1863523,"The Enforcer",https://en.wikipedia.org/wiki/The%20Enforcer%20%281951%20film%29
1864142,"The Beyond",https://en.wikipedia.org/wiki/The%20Beyond%20%28film%29
1864374,Gals!,https://en.wikipedia.org/wiki/Gals%21
1865502,"Wrongfully Accused",https://en.wikipedia.org/wiki/Wrongfully%20Accused
1865556,"Zenon: Z3",https://en.wikipedia.org/wiki/Zenon%3A%20Z3
1865700,"Joan of Arc",https://en.wikipedia.org/wiki/Joan%20of%20Arc%20%281900%20film%29
1866182,"Les Vacances de Monsieur Hulot",https://en.wikipedia.org/wiki/Les%20Vacances%20de%20Monsieur%20Hulot
1866289,"Dr. Terror's House of Horrors",https://en.wikipedia.org/wiki/Dr.%20Terror%27s%20House%20of%20Horrors
1867173,"Naked Gun 33⅓: The Final Insult",https://en.wikipedia.org/wiki/Naked%20Gun%2033%E2%85%93%3A%20The%20Final%20Insult
1868045,"Jane (comic strip)",https://en.wikipedia.org/wiki/Jane%20%28comic%20strip%29
1868133,"Valerie and Her Week of Wonders",https://en.wikipedia.org/wiki/Valerie%20and%20Her%20Week%20of%20Wonders%20%28film%29
1869084,"The Miracle Maker",https://en.wikipedia.org/wiki/The%20Miracle%20Maker%20%282000%20film%29
1870104,"MD Geist",https://en.wikipedia.org/wiki/MD%20Geist
1870332,"The Big Broadcast of 1938",https://en.wikipedia.org/wiki/The%20Big%20Broadcast%20of%201938
1870643,"Alexander the Great",https://en.wikipedia.org/wiki/Alexander%20the%20Great%20%281956%20film%29
1871096,"Bad Boys",https://en.wikipedia.org/wiki/Bad%20Boys%20%281983%20film%29
1871167,"Welcome to Mooseport",https://en.wikipedia.org/wiki/Welcome%20to%20Mooseport
1871602,"The Lords of Flatbush",https://en.wikipedia.org/wiki/The%20Lords%20of%20Flatbush
1872336,"A Stranger Among Us",https://en.wikipedia.org/wiki/A%20Stranger%20Among%20Us
1873017,"Boxcar Bertha",https://en.wikipedia.org/wiki/Boxcar%20Bertha
1873112,"Who's That Knocking at My Door",https://en.wikipedia.org/wiki/Who%27s%20That%20Knocking%20at%20My%20Door
1873637,"Carve Her Name with Pride",https://en.wikipedia.org/wiki/Carve%20Her%20Name%20with%20Pride
1873693,"Taste of Cherry",https://en.wikipedia.org/wiki/Taste%20of%20Cherry
1875065,"Daffy Duck's Quackbusters",https://en.wikipedia.org/wiki/Daffy%20Duck%27s%20Quackbusters
1875611,"People Will Talk",https://en.wikipedia.org/wiki/People%20Will%20Talk
1876173,"Mario and the Magician",https://en.wikipedia.org/wiki/Mario%20and%20the%20Magician
1876331,"The Ninth Day",https://en.wikipedia.org/wiki/The%20Ninth%20Day
1878054,"Pusher II",https://en.wikipedia.org/wiki/Pusher%20II
1878748,"Wandaba Style",https://en.wikipedia.org/wiki/Wandaba%20Style
1879413,"Troop Beverly Hills",https://en.wikipedia.org/wiki/Troop%20Beverly%20Hills
1880039,"The Harder They Fall",https://en.wikipedia.org/wiki/The%20Harder%20They%20Fall
1880318,"Di Gi Charat",https://en.wikipedia.org/wiki/Di%20Gi%20Charat
1880546,"The Godfather Saga",https://en.wikipedia.org/wiki/The%20Godfather%20Saga
1880591,"Cry, the Beloved Country",https://en.wikipedia.org/wiki/Cry%2C%20the%20Beloved%20Country
1880660,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",https://en.wikipedia.org/wiki/The%20Chronicles%20of%20Narnia%3A%20The%20Lion%2C%20the%20Witch%20and%20the%20Wardrobe
1880706,Payback,https://en.wikipedia.org/wiki/Payback%20%281999%20film%29
1881015,"The Island",https://en.wikipedia.org/wiki/The%20Island%20%281980%20film%29
1881853,"No Regrets for Our Youth",https://en.wikipedia.org/wiki/No%20Regrets%20for%20Our%20Youth
1881878,"Nick of Time",https://en.wikipedia.org/wiki/Nick%20of%20Time%20%28film%29
1881893,Monster-in-Law,https://en.wikipedia.org/wiki/Monster-in-Law
1881986,Kallocain,https://en.wikipedia.org/wiki/Kallocain
1882179,"The Chronicles of Narnia: Prince Caspian",https://en.wikipedia.org/wiki/The%20Chronicles%20of%20Narnia%3A%20Prince%20Caspian
1882500,"The Flamingo Kid",https://en.wikipedia.org/wiki/The%20Flamingo%20Kid
1882947,Crazy/Beautiful,https://en.wikipedia.org/wiki/Crazy%2FBeautiful
1882956,"Moonlight Mile",https://en.wikipedia.org/wiki/Moonlight%20Mile%20%28film%29
1882999,"All the Fine Promises",https://en.wikipedia.org/wiki/All%20the%20Fine%20Promises
1883157,"Singin' in the Rain",https://en.wikipedia.org/wiki/Singin%27%20in%20the%20Rain
1884173,Pulp,https://en.wikipedia.org/wiki/Pulp%20%281972%20film%29
1884508,Rascal,https://en.wikipedia.org/wiki/Rascal%20%28film%29
1884712,"Dark City",https://en.wikipedia.org/wiki/Dark%20City%20%281998%20film%29
1885499,"Au Hasard Balthazar",https://en.wikipedia.org/wiki/Au%20Hasard%20Balthazar
1885523,Teorema,https://en.wikipedia.org/wiki/Teorema%20%28film%29
1885580,"My Life as McDull",https://en.wikipedia.org/wiki/My%20Life%20as%20McDull
1886189,Close-Up,https://en.wikipedia.org/wiki/Close-Up%20%281990%20film%29
1887155,"Different from the Others",https://en.wikipedia.org/wiki/Different%20from%20the%20Others
1887575,"The Klansman",https://en.wikipedia.org/wiki/The%20Klansman
1888433,"The Americanization of Emily",https://en.wikipedia.org/wiki/The%20Americanization%20of%20Emily
1888906,What?,https://en.wikipedia.org/wiki/What%3F%20%28film%29
1888983,"The Jetsons Meet the Flintstones",https://en.wikipedia.org/wiki/The%20Jetsons%20Meet%20the%20Flintstones
1889201,"Babylon 5: Thirdspace",https://en.wikipedia.org/wiki/Babylon%205%3A%20Thirdspace
1889288,"Babylon 5: In the Beginning",https://en.wikipedia.org/wiki/Babylon%205%3A%20In%20the%20Beginning
1889426,"Kiss Kiss Bang Bang",https://en.wikipedia.org/wiki/Kiss%20Kiss%20Bang%20Bang
1891471,"Another State of Mind",https://en.wikipedia.org/wiki/Another%20State%20of%20Mind%20%28film%29
1891570,"Black Angel",https://en.wikipedia.org/wiki/Black%20Angel
1891584,"Gerry Anderson's New Captain Scarlet",https://en.wikipedia.org/wiki/Gerry%20Anderson%27s%20New%20Captain%20Scarlet
1891886,"V for Vendetta",https://en.wikipedia.org/wiki/V%20for%20Vendetta%20%28film%29
1892297,"Feel 100%",https://en.wikipedia.org/wiki/Feel%20100%25
1892349,"Atomic Train",https://en.wikipedia.org/wiki/Atomic%20Train
1893079,"Battle Circus",https://en.wikipedia.org/wiki/Battle%20Circus%20%28film%29
1894535,"Sleeping Dogs",https://en.wikipedia.org/wiki/Sleeping%20Dogs%20%28film%29
1896864,"9½ Weeks",https://en.wikipedia.org/wiki/9%C2%BD%20Weeks
1897047,"Kyun! Ho Gaya Na...",https://en.wikipedia.org/wiki/Kyun%21%20Ho%20Gaya%20Na...
1897341,"The Pianist",https://en.wikipedia.org/wiki/The%20Pianist%20%282002%20film%29
1897450,"Midsummer Dream",https://en.wikipedia.org/wiki/Midsummer%20Dream
1897496,Provoked,https://en.wikipedia.org/wiki/Provoked%20%28film%29
1897862,"A.D. Police: To Protect and Serve",https://en.wikipedia.org/wiki/A.D.%20Police%3A%20To%20Protect%20and%20Serve
1898116,Radio,https://en.wikipedia.org/wiki/Radio%20%282003%20film%29
1899307,"The Innocents",https://en.wikipedia.org/wiki/The%20Innocents%20%281961%20film%29
1900912,Pulgasari,https://en.wikipedia.org/wiki/Pulgasari
1901270,Dirigible,https://en.wikipedia.org/wiki/Dirigible%20%28film%29
1902589,"The Star Maker",https://en.wikipedia.org/wiki/The%20Star%20Maker%20%281995%20film%29
1903318,"Only Angels Have Wings",https://en.wikipedia.org/wiki/Only%20Angels%20Have%20Wings
1904012,"Broken Flowers",https://en.wikipedia.org/wiki/Broken%20Flowers
1904097,"The Exterminator",https://en.wikipedia.org/wiki/The%20Exterminator
1904367,"The Nasty Girl",https://en.wikipedia.org/wiki/The%20Nasty%20Girl
1905018,Freakonomics,https://en.wikipedia.org/wiki/Freakonomics
1905904,"Panyo Panyo Di Gi Charat",https://en.wikipedia.org/wiki/Panyo%20Panyo%20Di%20Gi%20Charat
1906459,"The Hunchback of Notre Dame",https://en.wikipedia.org/wiki/The%20Hunchback%20of%20Notre%20Dame%20%281923%20film%29
1906889,Threesome,https://en.wikipedia.org/wiki/Threesome%20%28film%29
1906931,"The Monolith Monsters",https://en.wikipedia.org/wiki/The%20Monolith%20Monsters
1908040,Three,https://en.wikipedia.org/wiki/Three%20%282002%20film%29
1908238,"The Da Vinci Code",https://en.wikipedia.org/wiki/The%20Da%20Vinci%20Code%20%28film%29
1908729,"Runaway Bride",https://en.wikipedia.org/wiki/Runaway%20Bride%20%28film%29
1908968,"That Obscure Object of Desire",https://en.wikipedia.org/wiki/That%20Obscure%20Object%20of%20Desire
1909633,"Warning Shot",https://en.wikipedia.org/wiki/Warning%20Shot
1910356,"On Your Toes",https://en.wikipedia.org/wiki/On%20Your%20Toes
1911903,"I Love You, Alice B. Toklas",https://en.wikipedia.org/wiki/I%20Love%20You%2C%20Alice%20B.%20Toklas
1912693,"H.M.S. Defiant",https://en.wikipedia.org/wiki/H.M.S.%20Defiant
1912798,"Spider-Man: The New Animated Series",https://en.wikipedia.org/wiki/Spider-Man%3A%20The%20New%20Animated%20Series
1913432,"La Vie de Bohème",https://en.wikipedia.org/wiki/La%20Vie%20de%20Boh%C3%A8me
1913775,Rock-a-Doodle,https://en.wikipedia.org/wiki/Rock-a-Doodle
1915220,"Land and Freedom",https://en.wikipedia.org/wiki/Land%20and%20Freedom
1915264,"Mirror, Mirror",https://en.wikipedia.org/wiki/Mirror%2C%20Mirror%20%28film%29
1915368,"The Glass Key",https://en.wikipedia.org/wiki/The%20Glass%20Key
1915443,"Love 'em and Weep",https://en.wikipedia.org/wiki/Love%20%27em%20and%20Weep
1915826,"Count Your Blessings (Instead of Sheep)",https://en.wikipedia.org/wiki/Count%20Your%20Blessings%20%28Instead%20of%20Sheep%29
1917302,Daimajin,https://en.wikipedia.org/wiki/Daimajin
1917459,"Nutty Professor II: The Klumps",https://en.wikipedia.org/wiki/Nutty%20Professor%20II%3A%20The%20Klumps
1917925,"What Ever Happened to Baby Jane?",https://en.wikipedia.org/wiki/What%20Ever%20Happened%20to%20Baby%20Jane%3F%20%281962%20film%29
1917977,"8 Man",https://en.wikipedia.org/wiki/8%20Man
1918494,"State and Main",https://en.wikipedia.org/wiki/State%20and%20Main
1918678,"Dead Reckoning",https://en.wikipedia.org/wiki/Dead%20Reckoning%20%28film%29
1918683,"Return of the Killer Tomatoes",https://en.wikipedia.org/wiki/Return%20of%20the%20Killer%20Tomatoes
1919203,"The Lady from Shanghai",https://en.wikipedia.org/wiki/The%20Lady%20from%20Shanghai
1922658,Gorgo,https://en.wikipedia.org/wiki/Gorgo%20%28film%29
1922686,"Kabhi Alvida Naa Kehna",https://en.wikipedia.org/wiki/Kabhi%20Alvida%20Naa%20Kehna
1922815,"Cheaper by the Dozen 2",https://en.wikipedia.org/wiki/Cheaper%20by%20the%20Dozen%202
1923049,Epidemic,https://en.wikipedia.org/wiki/Epidemic%20%28film%29
1923271,"Paris By Night",https://en.wikipedia.org/wiki/Paris%20By%20Night
1923288,"Year of the Horse",https://en.wikipedia.org/wiki/Year%20of%20the%20Horse
1923292,"The Pleasure Seekers",https://en.wikipedia.org/wiki/The%20Pleasure%20Seekers
1923480,"Brain Damage",https://en.wikipedia.org/wiki/Brain%20Damage%20%28film%29
1923530,Moonlighting,https://en.wikipedia.org/wiki/Moonlighting%20%28film%29
1923576,Ektachrome,https://en.wikipedia.org/wiki/Ektachrome
1923722,"La Ronde",https://en.wikipedia.org/wiki/La%20Ronde%20%281950%20film%29
1924012,"Who Dares Wins",https://en.wikipedia.org/wiki/Who%20Dares%20Wins%20%28film%29
1924191,Rampage,https://en.wikipedia.org/wiki/Rampage%20%281987%20film%29
1925048,"Everything Is Illuminated",https://en.wikipedia.org/wiki/Everything%20Is%20Illuminated%20%28film%29
1925273,"The Fantastic Four",https://en.wikipedia.org/wiki/The%20Fantastic%20Four%20%28unreleased%20film%29
1925631,"The Wild Angels",https://en.wikipedia.org/wiki/The%20Wild%20Angels
1925700,"Sorcerer Hunters",https://en.wikipedia.org/wiki/Sorcerer%20Hunters
1925869,"River of No Return",https://en.wikipedia.org/wiki/River%20of%20No%20Return
1927548,"Two-Lane Blacktop",https://en.wikipedia.org/wiki/Two-Lane%20Blacktop
1927964,"2019, After the Fall of New York",https://en.wikipedia.org/wiki/2019%2C%20After%20the%20Fall%20of%20New%20York
1928806,"One Wonderful Sunday",https://en.wikipedia.org/wiki/One%20Wonderful%20Sunday
1929835,"The Little Fox",https://en.wikipedia.org/wiki/The%20Little%20Fox
1930290,Barbarella,https://en.wikipedia.org/wiki/Barbarella%20%28film%29
1930739,"(You Drive Me) Crazy",https://en.wikipedia.org/wiki/%28You%20Drive%20Me%29%20Crazy
1931336,"The Last Time I Committed Suicide",https://en.wikipedia.org/wiki/The%20Last%20Time%20I%20Committed%20Suicide
1931425,"Everybody's All-American",https://en.wikipedia.org/wiki/Everybody%27s%20All-American
1931788,"Hannie Caulder",https://en.wikipedia.org/wiki/Hannie%20Caulder
1933104,"Let It Be",https://en.wikipedia.org/wiki/Let%20It%20Be%20%282004%20film%29
1933300,"Kadokawa Pictures",https://en.wikipedia.org/wiki/Kadokawa%20Pictures
1934018,"Grumpy Old Men",https://en.wikipedia.org/wiki/Grumpy%20Old%20Men%20%28film%29
1934035,"Grumpier Old Men",https://en.wikipedia.org/wiki/Grumpier%20Old%20Men
1934127,"The Brothers McMullen",https://en.wikipedia.org/wiki/The%20Brothers%20McMullen
1934366,"Space Station 3D",https://en.wikipedia.org/wiki/Space%20Station%203D
1934905,"Swamp Water",https://en.wikipedia.org/wiki/Swamp%20Water
1934924,"Where the Sidewalk Ends",https://en.wikipedia.org/wiki/Where%20the%20Sidewalk%20Ends
1934977,"Night and the City",https://en.wikipedia.org/wiki/Night%20and%20the%20City
1936491,"The Iron Petticoat",https://en.wikipedia.org/wiki/The%20Iron%20Petticoat
1937414,"The Little Prince",https://en.wikipedia.org/wiki/The%20Little%20Prince%20%281974%20film%29
1937542,"Living in Oblivion",https://en.wikipedia.org/wiki/Living%20in%20Oblivion
1937785,"Divergence Eve",https://en.wikipedia.org/wiki/Divergence%20Eve
1937840,"Thérèse",https://en.wikipedia.org/wiki/Th%C3%A9r%C3%A8se%20%28film%29
1938914,"Three Times",https://en.wikipedia.org/wiki/Three%20Times
1939106,"White Fire",https://en.wikipedia.org/wiki/White%20Fire
1939585,"Drowning Mona",https://en.wikipedia.org/wiki/Drowning%20Mona
1939966,"Café Lumière",https://en.wikipedia.org/wiki/Caf%C3%A9%20Lumi%C3%A8re
1940057,Gamera,https://en.wikipedia.org/wiki/Gamera%20%28film%29
1940119,"Vive L'Amour",https://en.wikipedia.org/wiki/Vive%20L%27Amour
1940449,"RoboCop 3",https://en.wikipedia.org/wiki/RoboCop%203
1940533,"Oh, God!",https://en.wikipedia.org/wiki/Oh%2C%20God%21
1941134,"Wkw/tk/1996@7'55""hk.net",https://en.wikipedia.org/wiki/Wkw%2Ftk%2F1996%407%2755%22hk.net
1941497,Kin-dza-dza!,https://en.wikipedia.org/wiki/Kin-dza-dza%21
1941591,"Gorky Park",https://en.wikipedia.org/wiki/Gorky%20Park%20%28film%29
1941762,"Distant Thunder",https://en.wikipedia.org/wiki/Distant%20Thunder%20%281973%20film%29
1942317,"Hanging Up",https://en.wikipedia.org/wiki/Hanging%20Up
1942885,Madadayo,https://en.wikipedia.org/wiki/Madadayo
1942895,"Breathing Lessons",https://en.wikipedia.org/wiki/Breathing%20Lessons
1944344,"Double Platinum",https://en.wikipedia.org/wiki/Double%20Platinum%20%28film%29
1944643,Duma,https://en.wikipedia.org/wiki/Duma%20%282005%20film%29
1945359,"Final Destination 3",https://en.wikipedia.org/wiki/Final%20Destination%203
1945651,"Gideon's Daughter",https://en.wikipedia.org/wiki/Gideon%27s%20Daughter
1946017,"Talk to Her",https://en.wikipedia.org/wiki/Talk%20to%20Her
1947226,"The Monster Squad",https://en.wikipedia.org/wiki/The%20Monster%20Squad
1947585,"I'm Not a Girl, Not Yet a Woman",https://en.wikipedia.org/wiki/I%27m%20Not%20a%20Girl%2C%20Not%20Yet%20a%20Woman
1948354,"River Elegy",https://en.wikipedia.org/wiki/River%20Elegy
1948713,"Rio Lobo",https://en.wikipedia.org/wiki/Rio%20Lobo
1949083,"The Cincinnati Kid",https://en.wikipedia.org/wiki/The%20Cincinnati%20Kid
1949735,"The Eagle of the Ninth",https://en.wikipedia.org/wiki/The%20Eagle%20of%20the%20Ninth
1949846,"Anime Ganbare Goemon",https://en.wikipedia.org/wiki/Anime%20Ganbare%20Goemon
1951984,FUBAR,https://en.wikipedia.org/wiki/FUBAR%20%28film%29
1952159,"The Spanish Prisoner",https://en.wikipedia.org/wiki/The%20Spanish%20Prisoner
1952819,"La ricotta",https://en.wikipedia.org/wiki/La%20ricotta
1952976,"Dark Water",https://en.wikipedia.org/wiki/Dark%20Water%20%282005%20film%29
1953082,"The Wraith",https://en.wikipedia.org/wiki/The%20Wraith
1953197,"Get a Clue",https://en.wikipedia.org/wiki/Get%20a%20Clue
1954198,"The Gay Sisters",https://en.wikipedia.org/wiki/The%20Gay%20Sisters
1954206,Yellowbeard,https://en.wikipedia.org/wiki/Yellowbeard
1954311,"Silent Night, Deadly Night",https://en.wikipedia.org/wiki/Silent%20Night%2C%20Deadly%20Night
1954484,"The Cat's Meow",https://en.wikipedia.org/wiki/The%20Cat%27s%20Meow
1954737,"Break of Hearts",https://en.wikipedia.org/wiki/Break%20of%20Hearts
1954790,"A Woman Rebels",https://en.wikipedia.org/wiki/A%20Woman%20Rebels
1955275,"Dragon Ball Z: Wrath of the Dragon",https://en.wikipedia.org/wiki/Dragon%20Ball%20Z%3A%20Wrath%20of%20the%20Dragon
1955767,Hatari!,https://en.wikipedia.org/wiki/Hatari%21
1956036,GetBackers,https://en.wikipedia.org/wiki/GetBackers
1956661,"Pixel Perfect",https://en.wikipedia.org/wiki/Pixel%20Perfect
1957162,"Male and Female",https://en.wikipedia.org/wiki/Male%20and%20Female
1957324,"Sitting Target",https://en.wikipedia.org/wiki/Sitting%20Target
1957472,"Norma Jean & Marilyn",https://en.wikipedia.org/wiki/Norma%20Jean%20%26%20Marilyn
1957500,"Kill Them All and Come Back Alone",https://en.wikipedia.org/wiki/Kill%20Them%20All%20and%20Come%20Back%20Alone
1958053,"The Crow",https://en.wikipedia.org/wiki/The%20Crow
1958425,"Red Eye",https://en.wikipedia.org/wiki/Red%20Eye%20%282005%20American%20film%29
1958642,"The Night of the Generals",https://en.wikipedia.org/wiki/The%20Night%20of%20the%20Generals
1958815,"Christopher Strong",https://en.wikipedia.org/wiki/Christopher%20Strong
1958896,Empire,https://en.wikipedia.org/wiki/Empire%20%282002%20film%29
1959014,"The Greatest Game Ever Played",https://en.wikipedia.org/wiki/The%20Greatest%20Game%20Ever%20Played
1959464,"Enron: The Smartest Guys in the Room",https://en.wikipedia.org/wiki/Enron%3A%20The%20Smartest%20Guys%20in%20the%20Room
1960065,"A Good Woman",https://en.wikipedia.org/wiki/A%20Good%20Woman%20%28film%29
1960180,"Kid Auto Races at Venice",https://en.wikipedia.org/wiki/Kid%20Auto%20Races%20at%20Venice
1960507,"Small Time Crooks",https://en.wikipedia.org/wiki/Small%20Time%20Crooks
1961084,Boomerang,https://en.wikipedia.org/wiki/Boomerang%20%281992%20film%29
1961251,"The Red Badge of Courage",https://en.wikipedia.org/wiki/The%20Red%20Badge%20of%20Courage%20%28film%29
1961602,"Sometimes They Come Back... Again",https://en.wikipedia.org/wiki/Sometimes%20They%20Come%20Back...%20Again
1961644,"Hanover Street",https://en.wikipedia.org/wiki/Hanover%20Street%20%28film%29
1962219,"Hocus Pocus",https://en.wikipedia.org/wiki/Hocus%20Pocus%20%281993%20film%29
1962514,"The Creature Wasn't Nice",https://en.wikipedia.org/wiki/The%20Creature%20Wasn%27t%20Nice
1962520,"Keeping the Faith",https://en.wikipedia.org/wiki/Keeping%20the%20Faith
1962913,"The Three Musketeers",https://en.wikipedia.org/wiki/The%20Three%20Musketeers%20%281993%20film%29
1963352,"The New York Ripper",https://en.wikipedia.org/wiki/The%20New%20York%20Ripper
1963987,"Go for Broke!",https://en.wikipedia.org/wiki/Go%20for%20Broke%21%20%281951%20film%29
1964078,"Crash Dive",https://en.wikipedia.org/wiki/Crash%20Dive
1964091,Next,https://en.wikipedia.org/wiki/Next%20%282007%20film%29
1964205,"The Blue Lagoon",https://en.wikipedia.org/wiki/The%20Blue%20Lagoon%20%281949%20film%29
1964377,"Paragraph 175",https://en.wikipedia.org/wiki/Paragraph%20175%20%28film%29
1964589,"Aliens versus Predator versus The Terminator",https://en.wikipedia.org/wiki/Aliens%20versus%20Predator%20versus%20The%20Terminator
1964896,"Best of the Best",https://en.wikipedia.org/wiki/Best%20of%20the%20Best%20%281989%20film%29
1965350,"Summer Lovers",https://en.wikipedia.org/wiki/Summer%20Lovers
1965531,"The Thick of It",https://en.wikipedia.org/wiki/The%20Thick%20of%20It
1966809,"Too Much Johnson",https://en.wikipedia.org/wiki/Too%20Much%20Johnson
1966825,Macbeth,https://en.wikipedia.org/wiki/Macbeth%20%281948%20film%29
1966863,"Emperor of the North Pole",https://en.wikipedia.org/wiki/Emperor%20of%20the%20North%20Pole
1967834,"Stop! Or My Mom Will Shoot",https://en.wikipedia.org/wiki/Stop%21%20Or%20My%20Mom%20Will%20Shoot
1968110,"How to Get Ahead in Advertising",https://en.wikipedia.org/wiki/How%20to%20Get%20Ahead%20in%20Advertising
1968257,"Wedding Peach",https://en.wikipedia.org/wiki/Wedding%20Peach
1968540,Terminus,https://en.wikipedia.org/wiki/Terminus%20%281961%20film%29
1968680,"Spacehunter: Adventures in the Forbidden Zone",https://en.wikipedia.org/wiki/Spacehunter%3A%20Adventures%20in%20the%20Forbidden%20Zone
1968844,"Throw Momma from the Train",https://en.wikipedia.org/wiki/Throw%20Momma%20from%20the%20Train
1969089,Rollercoaster,https://en.wikipedia.org/wiki/Rollercoaster%20%281977%20film%29
1969294,"Mother, Jugs & Speed",https://en.wikipedia.org/wiki/Mother%2C%20Jugs%20%26%20Speed
1969580,"Perfect Strangers",https://en.wikipedia.org/wiki/Perfect%20Strangers%20%281945%20film%29
1970341,"The Wild Ride",https://en.wikipedia.org/wiki/The%20Wild%20Ride
1970527,Indiscreet,https://en.wikipedia.org/wiki/Indiscreet%20%281958%20film%29
1970633,"Doggy Poo",https://en.wikipedia.org/wiki/Doggy%20Poo
1970651,"The Eternal Jew",https://en.wikipedia.org/wiki/The%20Eternal%20Jew%20%281940%20film%29
1970853,Exiled,https://en.wikipedia.org/wiki/Exiled
1971197,"King of Jazz",https://en.wikipedia.org/wiki/King%20of%20Jazz
1971256,"Sylvia Scarlett",https://en.wikipedia.org/wiki/Sylvia%20Scarlett
1971307,"To Have and Have Not",https://en.wikipedia.org/wiki/To%20Have%20and%20Have%20Not%20%28film%29
1971520,Mitchell,https://en.wikipedia.org/wiki/Mitchell%20%28film%29
1971529,"Hiawatha's Rabbit Hunt",https://en.wikipedia.org/wiki/Hiawatha%27s%20Rabbit%20Hunt
1971531,"Once Upon a Time in China II",https://en.wikipedia.org/wiki/Once%20Upon%20a%20Time%20in%20China%20II
1971532,"Once Upon a Time in China III",https://en.wikipedia.org/wiki/Once%20Upon%20a%20Time%20in%20China%20III
1971622,"The Heckling Hare",https://en.wikipedia.org/wiki/The%20Heckling%20Hare
1972001,"Wabbit Twouble",https://en.wikipedia.org/wiki/Wabbit%20Twouble
1972947,Super-Rabbit,https://en.wikipedia.org/wiki/Super-Rabbit
1973843,"Gotta Kick It Up!",https://en.wikipedia.org/wiki/Gotta%20Kick%20It%20Up%21
1974387,"First They Killed My Father",https://en.wikipedia.org/wiki/First%20They%20Killed%20My%20Father
1974703,"Burn Up!",https://en.wikipedia.org/wiki/Burn%20Up%21
1974729,"Tarzan, the Ape Man",https://en.wikipedia.org/wiki/Tarzan%2C%20the%20Ape%20Man%20%281981%20film%29
1974732,"Burn-Up Excess",https://en.wikipedia.org/wiki/Burn-Up%20Excess
1974799,"Ocean Waves",https://en.wikipedia.org/wiki/Ocean%20Waves%20%28film%29
1974897,"Martian Successor Nadesico: The Motion Picture – Prince of Darkness",https://en.wikipedia.org/wiki/Martian%20Successor%20Nadesico%3A%20The%20Motion%20Picture%20%E2%80%93%20Prince%20of%20Darkness
1975043,"The Long Ships",https://en.wikipedia.org/wiki/The%20Long%20Ships%20%28film%29
1975933,Ugetsu,https://en.wikipedia.org/wiki/Ugetsu
1975939,"The Desperate Hours",https://en.wikipedia.org/wiki/The%20Desperate%20Hours%20%28film%29
1976548,"Dead or Alive",https://en.wikipedia.org/wiki/Dead%20or%20Alive%20%28film%29
